pair_id,query_column_id,candidate_column_id,exact_rank,exact_similarity,jaccard,max_containment,query_unique_count,candidate_unique_count,query_cardinality_ratio,candidate_cardinality_ratio,query_numeric_ratio,candidate_numeric_ratio,query_date_like_ratio,candidate_date_like_ratio,query_avg_length,candidate_avg_length,rank_group
webtable_join_26722,csvData19553885__13.csv::RBI,csvData1451552.csv::RBI,2982,0.2150645554065704,0.0333333333333333,1.0,60,2,0.375,0.1428571428571428,1.0,1.0,0.0,0.0,1.60625,1.0,rank_gt_1000
webtable_join_31828,csvData1444875__2.csv::RBI,csvData1451552.csv::RBI,2961,0.1866010129451751,0.028169014084507,1.0,71,2,0.4797297297297297,0.1428571428571428,1.0,1.0,0.0,0.0,1.6756756756756757,1.0,rank_gt_1000
webtable_join_19104,csvData1444875__0.csv::RBI,csvData1451552.csv::RBI,2952,0.1928711235523224,0.0384615384615384,1.0,52,2,0.5360824742268041,0.1428571428571428,1.0,1.0,0.0,0.0,1.6701030927835052,1.0,rank_gt_1000
webtable_join_28136,csvData13434912__8.csv::RBI,csvData1451552.csv::RBI,2818,0.2258693873882293,0.0384615384615384,1.0,52,2,0.5591397849462365,0.1428571428571428,1.0,1.0,0.0,0.0,1.6774193548387095,1.0,rank_gt_1000
webtable_join_21586,csvData13434912__7.csv::RBI,csvData1451552.csv::RBI,2787,0.2277275323867797,0.0363636363636363,1.0,55,2,0.5238095238095238,0.1428571428571428,1.0,1.0,0.0,0.0,1.7047619047619047,1.0,rank_gt_1000
webtable_join_14952,csvData27987124__1.csv::RBI,csvData1451552.csv::RBI,2785,0.2082827985286712,0.037037037037037,1.0,54,2,0.4285714285714285,0.1428571428571428,1.0,1.0,0.0,0.0,1.6349206349206349,1.0,rank_gt_1000
webtable_join_33955,csvData27987124__13.csv::RBI,csvData1451552.csv::RBI,2764,0.2011760920286178,0.0298507462686567,1.0,67,2,0.3073394495412844,0.1428571428571428,1.0,1.0,0.0,0.0,1.610091743119266,1.0,rank_gt_1000
webtable_join_23348,csvData27987124__19.csv::RBI,csvData1451552.csv::RBI,2730,0.2168892323970794,0.0294117647058823,1.0,68,2,0.3469387755102041,0.1428571428571428,1.0,1.0,0.0,0.0,1.6275510204081634,1.0,rank_gt_1000
webtable_join_13201,csvData2761087__0.csv::RBI,csvData1451552.csv::RBI,2712,0.2345780134201049,0.04,1.0,50,2,0.5319148936170213,0.1428571428571428,1.0,1.0,0.0,0.0,1.702127659574468,1.0,rank_gt_1000
webtable_join_52939,csvData12074312.csv::WHIP,csvData24260480.csv::WHIP,2712,0.2023523598909378,0.0207253886010362,0.8,5,192,1.0,0.2836041358936484,1.0,1.0,0.0,0.0,3.4,3.8375184638109294,rank_gt_1000
webtable_join_14650,csvData6592205__0.csv::RBI,csvData1451552.csv::RBI,2704,0.2310510277748108,0.0392156862745098,1.0,51,2,0.3893129770992366,0.1428571428571428,1.0,1.0,0.0,0.0,1.5648854961832062,1.0,rank_gt_1000
webtable_join_6315,csvData19553885__12.csv::RBI,csvData1451552.csv::RBI,2692,0.2371211498975753,0.0384615384615384,1.0,52,2,0.3687943262411347,0.1428571428571428,1.0,1.0,0.0,0.0,1.553191489361702,1.0,rank_gt_1000
webtable_join_23906,csvData19553885__15.csv::RBI,csvData1451552.csv::RBI,2680,0.2384042739868164,0.0416666666666666,1.0,48,2,0.4848484848484848,0.1428571428571428,1.0,1.0,0.0,0.0,1.606060606060606,1.0,rank_gt_1000
