pair_id,query_column_id,candidate_column_id,exact_rank,exact_similarity,jaccard,max_containment,query_unique_count,candidate_unique_count,query_cardinality_ratio,candidate_cardinality_ratio,query_numeric_ratio,candidate_numeric_ratio,query_date_like_ratio,candidate_date_like_ratio,query_avg_length,candidate_avg_length,rank_group
webtable_join_23656,csvData13638124__6.csv::RBI,csvData8386672.csv::RBI,257,0.5777415037155151,0.5,1.0,20,10,0.3225806451612903,0.5263157894736842,1.0,1.0,0.0,0.0,1.3709677419354838,1.0526315789473684,rank_101_1000
webtable_join_172,csvData9475480__8.csv::GIDP,csvData13292203__3.csv::GIDP,256,0.7543874979019165,0.5882352941176471,0.8333333333333334,15,12,0.4054054054054054,0.4444444444444444,1.0,1.0,0.0,0.0,1.1891891891891893,1.148148148148148,rank_101_1000
webtable_join_1020,csvData26651945__7.csv::GIDP,csvData23033509.csv::GIDP,256,0.6577286720275879,0.5652173913043478,0.8666666666666667,15,21,0.1145038167938931,0.0606936416184971,1.0,1.0,0.0,0.0,1.1145038167938932,1.092485549132948,rank_101_1000
webtable_join_27226,csvData24805223__2.csv::GIDP,csvData10027553__2.csv::GIDP,254,0.682365894317627,0.5555555555555556,1.0,18,10,0.1224489795918367,0.0515463917525773,1.0,1.0,0.0,0.0,1.0952380952380951,1.0051546391752575,rank_101_1000
webtable_join_25122,csvData24805223__3.csv::GIDP,csvData10027553__2.csv::GIDP,253,0.7125712633132935,0.5882352941176471,1.0,17,10,0.1205673758865248,0.0515463917525773,1.0,1.0,0.0,0.0,1.0851063829787233,1.0051546391752575,rank_101_1000
webtable_join_22010,csvData29453038__14.csv::GIDP,csvData10027553__2.csv::GIDP,253,0.6910955905914307,0.5555555555555556,1.0,18,10,0.1855670103092783,0.0515463917525773,1.0,1.0,0.0,0.0,1.1030927835051547,1.0051546391752575,rank_101_1000
webtable_join_26469,csvData29453038__10.csv::GIDP,csvData10027553__2.csv::GIDP,253,0.6910955905914307,0.5555555555555556,1.0,18,10,0.12,0.0515463917525773,1.0,1.0,0.0,0.0,1.086666666666667,1.0051546391752575,rank_101_1000
webtable_join_30364,csvData29453038__11.csv::GIDP,csvData10027553__2.csv::GIDP,253,0.6910955905914307,0.5555555555555556,1.0,18,10,0.1184210526315789,0.0515463917525773,1.0,1.0,0.0,0.0,1.105263157894737,1.0051546391752575,rank_101_1000
webtable_join_8049,csvData17302070__11.csv::GIDP,csvData13292203__5.csv::GIDP,252,0.7755621671676636,0.55,0.7333333333333333,15,16,0.1282051282051282,0.3076923076923077,1.0,1.0,0.0,0.0,1.1111111111111112,1.2692307692307692,rank_101_1000
webtable_join_13288,csvData29346752__2.csv::GIDP,csvData15745723__5.csv::GIDP,252,0.7204079627990723,0.5333333333333333,0.8888888888888888,14,9,0.2258064516129032,0.0576923076923076,1.0,1.0,0.0,0.0,1.1129032258064515,1.0,rank_101_1000
webtable_join_18507,csvData29453038__13.csv::GIDP,csvData10027553__2.csv::GIDP,252,0.6458793878555298,0.5,1.0,20,10,0.0952380952380952,0.0515463917525773,1.0,1.0,0.0,0.0,1.1095238095238096,1.0051546391752575,rank_101_1000
webtable_join_26137,csvData6592205__13.csv::GIDP,csvData10027553__2.csv::GIDP,251,0.6600211262702942,0.5555555555555556,1.0,18,10,0.1046511627906976,0.0515463917525773,1.0,1.0,0.0,0.0,1.0988372093023255,1.0051546391752575,rank_101_1000
webtable_join_3099,csvData14512292__0.csv::GIDP,csvData15844325.csv::GIDP,251,0.7280904054641724,0.5,0.8888888888888888,9,15,0.3333333333333333,0.46875,1.0,1.0,0.0,0.0,1.037037037037037,1.3125,rank_101_1000
webtable_join_21514,csvData2590167__12.csv::GIDP,csvData13292203__5.csv::GIDP,251,0.7479926347732544,0.5,0.8181818181818182,11,16,0.03125,0.3076923076923077,1.0,1.0,0.0,0.0,1.0028409090909092,1.2692307692307692,rank_101_1000
webtable_join_20954,csvData20085670__2.csv::GIDP,csvData13292203__5.csv::GIDP,250,0.7868269085884094,0.5789473684210527,0.7857142857142857,14,16,0.2372881355932203,0.3076923076923077,1.0,1.0,0.0,0.0,1.0847457627118644,1.2692307692307692,rank_101_1000
webtable_join_28012,csvData27987124__4.csv::GIDP,csvData10027553__2.csv::GIDP,250,0.6987367868423462,0.5555555555555556,1.0,18,10,0.1224489795918367,0.0515463917525773,1.0,1.0,0.0,0.0,1.1156462585034013,1.0051546391752575,rank_101_1000
webtable_join_9381,csvData9768769__8.csv::GIDP,csvData13292203__5.csv::GIDP,250,0.7296333312988281,0.5,0.8181818181818182,11,16,0.1617647058823529,0.3076923076923077,1.0,1.0,0.0,0.0,1.0294117647058822,1.2692307692307692,rank_101_1000
webtable_join_22457,csvData29346752__0.csv::GIDP,csvData15745723__5.csv::GIDP,250,0.6769652962684631,0.5,1.0,18,9,0.1894736842105263,0.0576923076923076,1.0,1.0,0.0,0.0,1.1157894736842104,1.0,rank_101_1000
webtable_join_31661,csvData6592205__2.csv::GIDP,csvData10027553__2.csv::GIDP,249,0.7187461853027344,0.5882352941176471,1.0,17,10,0.136,0.0515463917525773,1.0,1.0,0.0,0.0,1.152,1.0051546391752575,rank_101_1000
webtable_join_30630,csvData9475480__3.csv::GIDP,csvData15745723__5.csv::GIDP,249,0.781757116317749,0.5714285714285714,0.8888888888888888,13,9,0.3421052631578947,0.0576923076923076,1.0,1.0,0.0,0.0,1.1578947368421053,1.0,rank_101_1000
webtable_join_31438,csvData1303939__5.csv::GIDP,csvData10027553__2.csv::GIDP,249,0.7484731674194336,0.5714285714285714,0.8,12,10,0.4444444444444444,0.0515463917525773,1.0,1.0,0.0,0.0,1.1111111111111112,1.0051546391752575,rank_101_1000
webtable_join_21985,csvData10547086__12.csv::GIDP,csvData13292203__5.csv::GIDP,249,0.6743592023849487,0.5,1.0,8,16,0.0449438202247191,0.3076923076923077,1.0,1.0,0.0,0.0,1.0,1.2692307692307692,rank_101_1000
webtable_join_18720,csvData9768769__0.csv::GIDP,csvData13292203__5.csv::GIDP,248,0.7216666340827942,0.5,0.8181818181818182,11,16,0.2340425531914893,0.3076923076923077,1.0,1.0,0.0,0.0,1.0638297872340423,1.2692307692307692,rank_101_1000
webtable_join_14414,csvData27987124__0.csv::GIDP,csvData13292203__5.csv::GIDP,247,0.7673344612121582,0.6,0.75,16,16,0.0987654320987654,0.3076923076923077,1.0,1.0,0.0,0.0,1.1049382716049383,1.2692307692307692,rank_101_1000
